action,confidence,src_id,entry_file,old_filename,new_filename,notes
keep,low-unmatched,,,CSA_research_note_unc4899_lotc_airdrop_devops_cloud_compromise_20260310-csa-styled-2.pdf,CSA_research_note_unc4899_lotc_airdrop_devops_cloud_compromise_20260310-csa-styled-2.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Caching Static and Dynamic Content _ How Does It Work_.pdf,Caching Static and Dynamic Content _ How Does It Work_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Chitanda_DualUse_AI_Governance_FullArticle.pdf,Chitanda_DualUse_AI_Governance_FullArticle.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Cloudflare Scraper_ How to Bypass Cloudflare With ScrapingBee API.pdf,Cloudflare Scraper_ How to Bypass Cloudflare With ScrapingBee API.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Cloudflare Scraper_ How to Bypass Cloudflare With ScrapingBee API2.pdf,Cloudflare Scraper_ How to Bypass Cloudflare With ScrapingBee API2.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Common DNS issues and how to fix them.pdf,Common DNS issues and how to fix them.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,DNS over TLS vs. DNS over HTTPS _ Secure DNS.pdf,DNS over TLS vs. DNS over HTTPS _ Secure DNS.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Data Extraction.pdf,Data Extraction.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,ENISA Threat Landscape 2025 Booklet.pdf,ENISA Threat Landscape 2025 Booklet.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,G18_Survey+Paper.docx.pdf,G18_Survey+Paper.docx.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,HTML API.pdf,HTML API.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How CAPTCHAs Work _ What Does CAPTCHA Mean_.pdf,How CAPTCHAs Work _ What Does CAPTCHA Mean_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How Is an Internet Bot Constructed_.pdf,How Is an Internet Bot Constructed_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to Get and Use Cookies in Playwright_ A Step-by-Step Guide for Beginners _ by armanabbasi _ Medium.pdf,How to Get and Use Cookies in Playwright_ A Step-by-Step Guide for Beginners _ by armanabbasi _ Medium.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to Manage Good Bots _ Good Bots vs. Bad Bots.pdf,How to Manage Good Bots _ Good Bots vs. Bad Bots.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to block AI crawlers.pdf,How to block AI crawlers.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to detect AI crawlers.pdf,How to detect AI crawlers.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to migrate from MPLS.pdf,How to migrate from MPLS.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to prevent prompt injection.pdf,How to prevent prompt injection.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,How to prevent web scraping.pdf,How to prevent web scraping.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,"ILIOU, Christos_Ph.D._2022.pdf","ILIOU, Christos_Ph.D._2022.pdf",No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,IPsec VPNs vs. SSL VPNs.pdf,IPsec VPNs vs. SSL VPNs.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Is Web Scraping Legal_ Key Insights and Guidelines You Need to Know.pdf,Is Web Scraping Legal_ Key Insights and Guidelines You Need to Know.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Pay-Per-Crawl Pricing for AI_ The LM-Tree Agent.pdf,Pay-Per-Crawl Pricing for AI_ The LM-Tree Agent.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Plant_Persist_Trigger_Sleeper_Attack_on_Large_Lang.pdf,Plant_Persist_Trigger_Sleeper_Attack_on_Large_Lang.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Playwright vs Selenium_ Which is the best Headless Browser.pdf,Playwright vs Selenium_ Which is the best Headless Browser.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Residential Proxy Services and Malware Ecosystems _ Bitsight.pdf,Residential Proxy Services and Malware Ecosystems _ Bitsight.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,SD-WAN vs. MPLS_ SD-WAN benefits and drawbacks.pdf,SD-WAN vs. MPLS_ SD-WAN benefits and drawbacks.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,SurveyBot.pdf,SurveyBot.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,"The Browser Hacker's Handbook by Wade Alcorn, Christian Frichot and Michele Orru.pdf","The Browser Hacker's Handbook by Wade Alcorn, Christian Frichot and Michele Orru.pdf",No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Threat Landscape Review 2025_ The Year of Automated Exploitation _ AlphaONE Operations.pdf,Threat Landscape Review 2025_ The Year of Automated Exploitation _ AlphaONE Operations.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Ticketmaster Reaches Settlement with Ticket Broker over Unauthorized Use of Automated Bots _ New Media and Technology Law Blog.pdf,Ticketmaster Reaches Settlement with Ticket Broker over Unauthorized Use of Automated Bots _ New Media and Technology Law Blog.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Web Scraping Booking.com.pdf,Web Scraping Booking.com.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Web Scraping without getting blocked (2026 Solutions).pdf,Web Scraping without getting blocked (2026 Solutions).pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What Is a Web Crawler_ _ How Web Spiders Work.pdf,What Is a Web Crawler_ _ How Web Spiders Work.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is DNS cache poisoning_ _ DNS spoofing.pdf,What is DNS cache poisoning_ _ DNS spoofing.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is DNS fast flux_.pdf,What is DNS fast flux_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is NaaS (network-as-a-service)_.pdf,What is NaaS (network-as-a-service)_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is a WAN_ _ WAN vs. LAN.pdf,What is a WAN_ _ WAN vs. LAN.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is a campus area network (CAN)_.pdf,What is a campus area network (CAN)_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is a computer port_ _ Ports in networking.pdf,What is a computer port_ _ Ports in networking.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is bot traffic_ _ Block bad bots from attacks - HUMAN Security.pdf,What is bot traffic_ _ Block bad bots from attacks - HUMAN Security.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is enterprise networking_.pdf,What is enterprise networking_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is network modernization_.pdf,What is network modernization_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is network security_.pdf,What is network security_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,What is the Internet Protocol_.pdf,What is the Internet Protocol_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Which Websites Block Bots the Fastest_ A Cross-Industry Detection Study.pdf,Which Websites Block Bots the Fastest_ A Cross-Industry Detection Study.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,amj.2016.1008.pdf,amj.2016.1008.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,beyond bot detection.pdf,beyond bot detection.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,chatgpt_review-Cyber-Security Data Project Options Tailored to Your Research Profile.pdf,chatgpt_review-Cyber-Security Data Project Options Tailored to Your Research Profile.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,conext22.pdf,conext22.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,preprints202605.1208.v1.pdf,preprints202605.1208.v1.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,techrxiv.177006449.99028484_v1.pdf,techrxiv.177006449.99028484_v1.pdf,No exact/normalized register-entry filename match; left unchanged
